Character,Line
Stan,Clyde's number one.
Stan,"And then Token, and then me."
Cartman,What?!
Cartman,That's bullcrap!
Kyle,"Oh, so big deal, guys!"
Kyle,Do you feel better now?
Kyle,Clyde's the best looking kid in the class.
Kyle,"And then Token and Stan, and last is Francis, Cartman, and...  Me?"
Cartman,"You're last, dude!"
Kyle,No way.
Cartman,Yes way!
Cartman,Check it out!
Stan,"Cartman, lay off!"
Stan,You're next to last.
Cartman,So?
Cartman,I'm hotter than Kyle.
Cartman,I'm better looking than Kyyyle!
Cartman,Yes!
Cartman,I'm hotter than Kyyyle!
Cartman,I'm hotter than Kyyyle!
Kyle,I'm last?
Kyle,Last?
Stan,"Dude, it's just a stupid list, remember?"
Kyle,I got voted the ugliest boy in the whole class?
Stan,"Who cares what dumb girls think, right?"
Kyle,The... girls at school.
Kyle,They made a list and voted me the ugliest boy.
Kyle,"Llook, I know I'm not the best-looking guy in town, but I I didn't think I was the very ugliest."
Kyle,Oh God!
Kyle,I do?
Kyle,Ahahah!
Kyle,"Ike, Ike, you have to be honest."
Kyle,"Am I ugly, yes or no?"
Kyle,You ALL think I'm ugly.
Kyle,"Jesus Christ, the least you could have done is told me!"
Cartman,I'm better-looking than you!
Cartman,"The girls think I'm better-looking than you, Kyle!"
Kyle,Hrrgh!
Cartman,"Dude, Kyle."
Cartman,Can you hear me?
Cartman,They totally think I'm hotter than you are.
Cartman,Kyle!
Cartman,"Kyle, I'm more attractive."
Cartman,Kyle?
Cartman,"Kyle, I was going to suggest that maybe you should... hang out with the other ugly kids in the school."
Cartman,"Because if you hang out with them, you won't stand out so much."
Cartman,Right?
Cartman,Cool.
Kyle,Hello.
Kyle,Yeah.
Kyle,No.
Kyle,You know what?
Kyle,Screw this!
Kyle,We aren't ugly!
Kyle,No!
Kyle,"Maybe we all just need a little image change, you know?"
Kyle,Like a makeover.
Kyle,Like you!
Kyle,Maybe you just need to let your hair down.
Kyle,And let's see how you look without those glasses.
Kyle,Let's just... put those back on.
Stan,Uh Wendy.
Stan,Could I talk to you?
Stan,Just for a minute.
Stan,Over here.
Stan,"Yeah well, I wanna talk to you about this list you girls made."
Stan,The one where you rated the boys' looks in the class.
Stan,"Look, it really messed Kyle up, okay?"
Stan,How could you vote him the ugliest?
Stan,So it wasn't unanimous.
Stan,Maybe you can just change the list.
Stan,Can't we just talk to all the girls who made the list and find out why they voted Kyle last?
Stan,"Aaah, I was just thinking that maybe you voted a little... hastily on the cutest boy?"
Stan,NO.
Kyle,They all laugh at me!
Kyle,And the girls giggle behind my back!
Kyle,unable to even glance at my disfigured face.
Kyle,Who said that?
Kyle,Abraham Lincoln?
Kyle,But I can't wait to be an adult to be happy.
Kyle,That's forever from now.
Kyle,Just take me home!
Kyle,I don't wanna be here anymore!
Kyle,Take me home!
Kyle,I don't want to!
Kyle,I don't want anybody telling me how to feel anymore!
Stan,I have no idea what you're talking about.
Stan,"That didn't sparkle with her, did it?"
Kyle,That should just about do it.
Stan,What's going on?
Stan,"Jesus, dude!"
Stan,"Hey, kid, have you seen Kyle?"
Stan,We've looked everywhere and we have to show him something.
Kyle,All the cruel jokes and ridicule will finally be over!
Kyle,"Are you happy now, God?!"
Kyle,YOU made me look like this!
Stan,Kyle!
Stan,"Kyle, don't!"
Kyle,"Don't try and stop me, Stan!"
Kyle,You don't know how it feels to be a deformed monstrosity!
Stan,"The list was a forgery, Kyle!"
Kyle,Huh?
Stan,It didn't sparkle with all the girls.
Stan,We have the real list.
Kyle,"Stan, what is going on?"
Stan,"It was about shoes, Kyle."
Stan,"The girls wanted shoes, so they set you up."
Kyle,So what number was I?
Stan,Wendy!
Kyle,She's gonna kill us?
Stan,Wendy!
Stan,"Here, Kyle."
Stan,"We've been through a lot, but, you can finally see where you really are on the list."
Stan,"Are you sure you're okay with this, Kyle?"
Kyle,I'm sure.
Kyle,Abe Lincoln was right: I don't wanna find out I'm good-looking and become a total shithead when I grow up.
Stan,...Abe Lincoln?
Stan,"Yeah well, I guess a lot of things... change, don't they?"
Stan,Bwaaaagh!
Stan,Bwaaaagh!
Cartman,AHHHHHH.
Cartman,What?
Cartman,No- No way.
Cartman,"I'm not going to the hospital, Mom!"
Cartman,"No, I'm not scared..."
Cartman,"I just- I don't want my tonsils out, that's all!"
Cartman,...Ice cream?
Cartman,Well...you did say free ice cream?
Cartman,Uh.
Cartman,It's over?
Cartman,Its over!
Cartman,I didn't feel anything!
Cartman,"You were right, Mom!"
Cartman,"All right, so where's my ice cream?"
Cartman,"You were right, doctor!"
Cartman,Everything is okay!
Cartman,What's that supposed to mean?
Cartman,I HAVE AIDS?
Cartman,"""SORRY""?!"
Cartman,"YOU GAVE ME AIDS AND YOU'RE ""SORRY""?"
Cartman,"Mom, you said nothing would go wrong!"
Cartman,No!
Cartman,"No, this is a joke, right!?"
Cartman,This is a joke; I can't have AIDS!
Cartman,Fuck your ice cream!
Cartman,You said I'd be fine!
Cartman,You all said I'd be FINE!
Cartman,NO!
Cartman,NOOOOOOOO!
Stan,What's going on?
Stan,Are we in trouble?
Stan,...What?
Kyle,Cartman has HIV?
Kyle,Excuse me.
Kyle,Eric Cartman has HIV?
Kyle,...No.
Kyle,Way.
Cartman,"God damn it, this sucks ass!"
Kyle,"...Excuse me, I have to step out for a minute."
Cartman,Is Kyle laughing out there!?
Cartman,"This isn't a time for funny jokes, I'm gonna die!"
Cartman,Not a big deal!?
Cartman,Is that how everyone feels!?
Cartman,"People need to understand the seriousness of this illness, and the bravery of the people who struggle with it!"
Cartman,Where the hell is everybody?
Cartman,So this is it?
Cartman,Well that's just great!
Cartman,"Of all the times to get AIDS, I get it right when everyone stops givin' a crap!"
Cartman,Just bring out Elton John already!
Cartman,Jimmy Buffett?
Cartman,Nobody likes Jimmy Buffett except for frat boys and alcoholic chicks from the South!
Cartman,"Fuck you, Jimmy Buffett!"
Cartman,You fuckin' suck!
Cartman,"Fuck you Mom, I have fucking AIDS!"
Cartman,"Hey guys, thanks a lot for comin' to my AIDS benefit yesterday."
Stan,"Oh dude, was that yesterday?"
Stan,We forgot.
Cartman,"Yeah, you forgot."
Cartman,Just like a lot of people lately have forgot that AIDS is still killing people!
Cartman,Seems like all of America has forgot that HIV is a serious disease.
Stan,"Well, did... Elton John sing a song for you?"
Cartman,"...No, as a matter of fact, Jimmy Buffett came instead."
Cartman,"Oh yeah, it's real fuckin' funny, Kyle!"
Kyle,I'm sorry.
Kyle,I'm.
Kyle,I'm really.
Kyle,"Cartman, I f-I feel really bad for you."
Kyle,Honestly.
Cartman,No you don't!
Kyle,I do.
Cartman,"If you really felt bad, you'd wipe that fucking smirk off your face!"
Cartman,"Well any God damned second, Kyle!"
Kyle,I'm sorry.
Kyle,I gotta go home.
Cartman,"Jesus Christ, can you believe that asshole?"
Stan,"He does feel bad for you, Cartman; he just thinks it's... ironic."
Cartman,Ironic how?
Stan,"Well, you know, you're always such a dick and stuff, and, and now..."
Cartman,"Oh, and what?!"
Cartman,I deserve it?!
Cartman,Is that what you think?
Stan,Not me!
Stan,"That's, uh, kinda what he thinks."
Cartman,"Nobody deserves this illness, Stan, Kenny!"
Cartman,Nobody!
Cartman,It's awful!
Cartman,And maybe somebody needs to teach Kyle how to have some compassion!
Cartman,"All right, get that rope ready to hoist me up."
Cartman,"Kyle thinks that HIV is funny, so we're gonna make him look funny, and then he'll know how it feels to be laughed at."
Cartman,"Butters, helping people who have AIDS is one of the most important things you can do."
Cartman,"I'm not just sure, Butters."
Cartman,I'm HIV-positive.
Cartman,"All right, now get the rope up over that third rafter above the window; that's the easiest access."
Cartman,"Yeah, I've sneaked into Kyle's room lots of times."
Cartman,"You think HIV is something to be laughed at, Kyle?"
Cartman,"Well...  let's just see how funny it is now, asshole."
Kyle,Wagh.
Kyle,What?
Kyle,No?
Kyle,What?
Kyle,No!
Kyle,No God damn it no!
Kyle,I'm telling you you're wrong!
Kyle,"There, there's no way I can have HIV!"
Kyle,Unless maybe...  Oh my God.
Kyle,That son of a bitch!
Cartman,Pass me the ball!
Cartman,"Pass me the ball, Craig, you stupid asshole!"
Cartman,"Kyle, what the F?"
Kyle,"I'm gonna kill you, Cartman!"
Cartman,"Kyle, what?"
Stan,What did he do?
Kyle,Why do I have HIV?
Cartman,"Oh, you have HIV, huh Kyle?"
Cartman,"Guess it isn't so funny now, is it?"
Kyle,What did you do?
Cartman,Nothing!
Kyle,Then why did Butters say he helped you sneak into my room last Friday night?
Cartman,"Oh nice, Butters, you big tattle-tale."
Kyle,Tattle-tale?!
Kyle,Do you know how serious this is?
Cartman,"Well, Kyle, maybe I was just trying to prove a p-"
Kyle,AAAAAAA!
Cartman,Kyle!
Kyle,Here you go!
Kyle,Here you go!
Kyle,He gave me AIDS!
Kyle,He purposely infected me with his HIV virus!
Cartman,Well he was being a total dick!
Cartman,And he's a big tattle-tale and going around and talking crap about me!
Cartman,Kind of.
Cartman,I'm sorry.
Kyle,An apology?
Cartman,"I'm sorry for giving you AIDS, Kyle."
Kyle,...What?
Kyle,A tattle-tale?!
Kyle,He infected me with AIDS!
Cartman,See?
Cartman,He's tattling again.
Cartman,He hasn't learned a thing you guys.
Cartman,"Well Kyle, I guess we're even now."
Cartman,Shall we just call it a truce?
Cartman,Kyle?
Cartman,Shall we call it Even Stevens now?
Cartman,"Kyle, where are you going?"
Kyle,I'm going to break everything that you own!
Cartman,What's that supposed to mean?
Cartman,Kyle?
Cartman,"Kyle, no!"
Cartman,"I apologized, Kyle!"
Cartman,Kyle!
Cartman,"Kyle, hold on, you asshole!"
Cartman,What the fuck are you doing?!
Cartman,"Kyle, stop it!"
Cartman,"God damn it, don't!"
Cartman,"Kyle, no!"
Cartman,Not Clyde Frog!
Cartman,Leave Clyde Frog alone!
Cartman,NO!!
Cartman,AHH!
Cartman,Clyde Frog!!
Cartman,Clyde Frog you ba- no!
Cartman,"Not the Xbox, Kyle!"
Cartman,Not the X-wait!
Cartman,WAIT A SECOND!
Cartman,"I'm sorry I gave you HIV, all right?!"
Cartman,"Just give me a chance, and I can cure you!"
Kyle,"There is no cure, you asshole!"
Cartman,"No, no, listen, Kyle!"
Cartman,I'm on to something.
Cartman,There really is hope.
Kyle,What hope?
Cartman,Break my Xbox and you'll never know.
Kyle,You're lying!
Cartman,NO!
Cartman,"No-al-, all right Kyle!"
Cartman,"Magic Johnson, Kyle!"
Cartman,The key is Magic Johnson.
Kyle,Magic Johnson?
Cartman,He was a basketball player.
Kyle,So what?
Cartman,"So he got HIV like fifty years ago, and he's still totally fine!"
Cartman,"Magic Johnson has some kind of resistance to the virus, Kyle."
Cartman,I've been researching it since I got infected.
Cartman,"If we can track him down and isolate his genetic prototype, we have a chance of beating this thing, buddy."
Cartman,"You and me, Kyle."
Cartman,We can overcome our illness; I swear it to you!
Kyle,You better!
Kyle,"'Cause if you don't find a cure for HIV, I will break your Xbox!"
Cartman,My God...
Cartman,We need two tickets to Los Angeles as soon as possible.
Cartman,"Ah, sir, you don't understand."
Cartman,We have to see Magic Johnson right away.
Cartman,"You see, we have AIDS."
Cartman,Don't you get it?!
Cartman,"We are two pals afflicted with an illness, and who only have each other in a race against time!"
Cartman,Innocent playful children who are stricken with a deadly disease for no reason!
Kyle,"Oh please, no reason!"
Kyle,I got AIDS from him!
Kyle,NO!
Cartman,"We're not just sure, we're HIV-positive."
Cartman,"Forget it, all right?!"
Cartman,We'll use another airline!
Cartman,One that cares!
Cartman,"Oh uh, you know, all over cancer."
Cartman,"Yeah, well, at least  it's not as bad as having AIDS."
Cartman,AIDS is the worst disease.
Cartman,No you wouldn't!
Cartman,"Look, shouldn't you be serving people drinks or something?!"
Cartman,Get outta here!
Cartman,"We're on our way, buddy."
Cartman,"Magic Johnson, here we come."
Kyle,Don't.
Kyle,Touch me.
Cartman,I know.
Cartman,I'm scared too.
Kyle,"Thank you for seeing us, Mr. Johnson."
Kyle,We were hoping that maybe you have some kind of key that can help us with our disease.
Cartman,"We're not just sure, we're HIV-positive."
Kyle,Will you stop it with that?!
Kyle,What part of this is funny to you?
Cartman,"Kyle, we need to try to find a-"
Kyle,What part of being infected with a deadly disease do you find funny?
Cartman,"I don't think it's funny, Kyle."
Kyle,"Then stop saying you're not just sure, you're HIV-positive!"
Kyle,"This isn't funny, AIDS isn't funny, dying isn't funny, so shut the fuck up!"
Cartman,"Well excuse me, Kyle, for trying to keep some optimism, you know?"
Cartman,"I mean, sometimes when things... seem their darkest you just need to try and stay... HIV-positive, but if you wanna be so HIV-negative all the time, I-"
Kyle,Knock it off!
Kyle,Right now!
Kyle,This isn't funny!
Kyle,At all!
Cartman,Are you sure?
Kyle,Yes!
Cartman,Are you HIV-positive?
Cartman,Aarrhh!
Cartman,"Ow, fuck, Kyle!"
Kyle,Well I've been thinking: maybe there's something you've come into contact with that hinders HIV from growing.
Kyle,Do you mind if we just look around?
Kyle,But everyone tries that.
Kyle,There has to be something you're exposed to that others aren't.
Kyle,Could we see where you sleep?
Kyle,Dude.
Kyle,You sleep with money.
Kyle,Every night?
Kyle,"Well look, if being around lots of cash negatively affects the HIV, then maybe..."
Kyle,Wugh.
Cartman,"Yeah well, if there's a chance of being cured of this illness, then Kyle is willing to take that risk."
Cartman,All right!
Kyle,Oh stop!
Kyle,We're not friends!
Kyle,He's the one who infected me with AIDS!
Cartman,What?!
Cartman,"Aw, no!"
Cartman,What?!
Cartman,"Aw, God damn it!"
Cartman,"Well I'll tell you this, Kyle."
Cartman,"I'm never gettin' my tonsils out again, hahahaha."
Kyle,I'm still breaking your Xbox.
Cartman,What?
Cartman,No.
Cartman,No.
Cartman,"Kyle, no!"
Stan,"Ugh, Dad, can we please not watch this?"
Cartman,"Yeah, but we totally don't."
Cartman,"Aw dude, that's our town!"
Kyle,A hundred thousand dollars?
Cartman,That's enough to buy slaves!
Kyle,Did you guys hear that?!
Kyle,A hundred thousand dollars for a picture of Britney.
Stan,And she's at a hotel in our town.
Kyle,It's gotta be the Komfort Inn.
Kyle,It's the nicest hotel in South Park.
Kyle,"Cartman, go get your camera."
Cartman,Sweet!
Stan,"Butters, don't be such a pussy."
Kyle,A hundred thousand for a picture of Britney peeing on a ladybug.
Kyle,Imagine what a photo of her crapping on a squirrel is worth!
Stan,Oh no.
Kyle,"Excuse us, we're trying to get a picture of Britney Spears!"
Cartman,"We're professionals too, you fuckin' butthole!"
Kyle,"We uh, we have special permission?"
Stan,"Yeah, don't you recognize us?"
Stan,We're Britney Spears' kids.
Kyle,We did it guys!
Stan,I told you that would work!
Kyle,Ahall right!
Kyle,All right.
Kyle,"Butters, go get next to her."
Stan,"Butters, do you want your share of the hundred thousand dollars or not?"
Kyle,"All right, fine!"
